schema,feature_schema,group_id,candidate_index,label_action,target_score,is_positive,is_noop,is_roundtrip,source,reason,current_text,candidate_text,label_text,origin,origin_detail,layer,owner_block_name,text_style_name,font,bigfont,is_from_xref,f00_current_len_norm,f01_candidate_len_norm,f02_abs_len_delta_norm,f03_text_equal,f04_candidate_empty,f05_current_cjk_ratio,f06_candidate_cjk_ratio,f07_current_ascii_ratio,f08_candidate_ascii_ratio,f09_current_control_ratio,f10_candidate_control_ratio,f11_current_replacement_ratio,f12_candidate_replacement_ratio,f13_current_private_use_ratio,f14_candidate_private_use_ratio,f15_current_digit_ratio,f16_candidate_digit_ratio,f17_current_punctuation_ratio,f18_candidate_punctuation_ratio,f19_current_symbol_ratio,f20_candidate_symbol_ratio,f21_current_bopomofo_or_kana_ratio,f22_candidate_bopomofo_or_kana_ratio,f23_normalized_edit_distance,f24_character_overlap,f25_candidate_roundtrip,f26_source_has_big5,f27_source_has_gbk,f28_source_has_utf8,f29_source_has_current,f30_source_has_safe,f31_current_cad_keyword_ratio,f32_candidate_cad_keyword_ratio,f33_candidate_cjk_ratio_improved,f34_candidate_has_control,f35_candidate_has_replacement,f36_candidate_has_private_use,f37_candidate_has_suspicious_unicode,f38_current_has_suspicious_unicode,f39_is_from_xref,f40_layer_hash01,f41_owner_block_hash01,f42_text_style_hash01,f43_font_hash01,f44_bigfont_hash01,f45_typeface_hash01,f46_known_cad_text_style,f47_known_cad_font,f48_known_cad_bigfont,f49_candidate_length_le_1,f50_current_length_le_1,f51_length_risk,f52_candidate_loses_cjk,f53_candidate_becomes_ascii_from_nonascii,f54_candidate_mostly_symbols,f55_current_mostly_symbols
dbtext-ai-training-row-v1,dbtext-ai-features-v1,f40d0cea-c4f4-5d73-a075-dbf0ed294c55,1,keep,1.0,1,1,1,current-noop,current text,压力排水管,压力排水管,压力排水管,synthetic-seed-v1,clean-text,E-LIGHT-TEXT,FIRE_PLAN,STANDARD,txt.shx,chineset.shx,0,0.078125,0.078125,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6060120546272983,0.8158236057068742,0.23254749370565347,0.4145571068894484,0.8417944609750515,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbtext-ai-training-row-v1,dbtext-ai-features-v1,567fc286-bdf5-5d54-90cc-dbedd2c00d6c,0,keep,0.0,0,0,1,utf8-carrier-to-gbk,roundtrip-ok,B1 车库,B1 杞﹀簱,B1 车库,synthetic-seed-v1,clean-text,H-HVAC-TEXT,TITLE_BLOCK,DIMTXT,gbcbig.shx,gbcbig.shx,0,0.078125,0.09375,0.03125,0.0,0.0,0.4,0.3333333333333333,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2285801480125124,0.894651712825208,0.44939345387960633,0.01773098344396124,0.01773098344396124,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
dbtext-ai-training-row-v1,dbtext-ai-features-v1,567fc286-bdf5-5d54-90cc-dbedd2c00d6c,1,keep,0.0,0,0,1,gbk-carrier-to-big5,roundtrip-ok,B1 车库,B1 陬踱,B1 车库,synthetic-seed-v1,clean-text,H-HVAC-TEXT,TITLE_BLOCK,DIMTXT,gbcbig.shx,gbcbig.shx,0,0.078125,0.078125,0.0,0.0,0.0,0.4,0.4,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,1.0,1.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2285801480125124,0.894651712825208,0.44939345387960633,0.01773098344396124,0.01773098344396124,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbtext-ai-training-row-v1,dbtext-ai-features-v1,567fc286-bdf5-5d54-90cc-dbedd2c00d6c,2,keep,1.0,1,1,1,current-noop,current text,B1 车库,B1 车库,B1 车库,synthetic-seed-v1,clean-text,H-HVAC-TEXT,TITLE_BLOCK,DIMTXT,gbcbig.shx,gbcbig.shx,0,0.078125,0.078125,0.0,1.0,0.0,0.4,0.4,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2285801480125124,0.894651712825208,0.44939345387960633,0.01773098344396124,0.01773098344396124,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbtext-ai-training-row-v1,dbtext-ai-features-v1,805f8327-5ac5-52d7-b6c6-e9ec69bb671c,0,unsafe,0.0,0,0,1,gbk-carrier-to-big5,roundtrip-ok,消火栓系统,秏鳶邡炵苀,,synthetic-seed-v1,control-char,A-ANNO-TEXT,PIPE_DETAIL,TEXT,tssdchn.shx,gbcbig.shx,0,0.09375,0.09375,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.027786678873884182,0.7520103761348897,0.26755168993667505,0.8041046768902114,0.01773098344396124,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbtext-ai-training-row-v1,dbtext-ai-features-v1,805f8327-5ac5-52d7-b6c6-e9ec69bb671c,1,unsafe,1.0,1,1,1,current-noop,current text,消火栓系统,消火栓系统,,synthetic-seed-v1,control-char,A-ANNO-TEXT,PIPE_DETAIL,TEXT,tssdchn.shx,gbcbig.shx,0,0.09375,0.09375,0.0,1.0,0.0,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.027786678873884182,0.7520103761348897,0.26755168993667505,0.8041046768902114,0.01773098344396124,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbtext-ai-training-row-v1,dbtext-ai-features-v1,9a74f5e3-3ba7-5a2f-97fe-50719d648ff7,0,keep,0.0,0,0,1,gbk-carrier-to-big5,roundtrip-ok,止回阀,砦隙概,止回阀,synthetic-seed-v1,clean-text,F-FIRE-TEXT,TITLE_BLOCK,TSSD,simplex.shx,chineset.shx,0,0.046875,0.046875,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6406347753109026,0.894651712825208,0.44591439688715956,0.2908674753948272,0.8417944609750515,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbtext-ai-training-row-v1,dbtext-ai-features-v1,9a74f5e3-3ba7-5a2f-97fe-50719d648ff7,1,keep,1.0,1,1,1,current-noop,current text,止回阀,止回阀,止回阀,synthetic-seed-v1,clean-text,F-FIRE-TEXT,TITLE_BLOCK,TSSD,simplex.shx,chineset.shx,0,0.046875,0.046875,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6406347753109026,0.894651712825208,0.44591439688715956,0.2908674753948272,0.8417944609750515,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbtext-ai-training-row-v1,dbtext-ai-features-v1,fd7c90a0-18c7-5eb7-bcbf-17fddc2b9b68,0,unsafe,0.0,0,0,1,gbk-carrier-to-big5,roundtrip-ok,地下车库,華狟陬踱,,synthetic-seed-v1,control-char,H-HVAC-TEXT,*Model_Space,TSSD,txt.shx,,0,0.078125,0.078125,0.0,0.0,0.0,0.8,0.8,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,1.0,1.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2285801480125124,0.2805676356145571,0.44591439688715956,0.4145571068894484,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbtext-ai-training-row-v1,dbtext-ai-features-v1,fd7c90a0-18c7-5eb7-bcbf-17fddc2b9b68,1,unsafe,0.0,0,0,1,utf8-carrier-to-gbk,roundtrip-ok,地下车库,鍦颁笅杞﹀簱,,synthetic-seed-v1,control-char,H-HVAC-TEXT,*Model_Space,TSSD,txt.shx,,0,0.078125,0.109375,0.0625,0.0,0.0,0.8,0.7142857142857143,0.2,0.14285714285714285,0.2,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285,1.0,0.0,1.0,1.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2285801480125124,0.2805676356145571,0.44591439688715956,0.4145571068894484,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
dbtext-ai-training-row-v1,dbtext-ai-features-v1,fd7c90a0-18c7-5eb7-bcbf-17fddc2b9b68,2,unsafe,1.0,1,1,1,current-noop,current text,地下车库,地下车库,,synthetic-seed-v1,control-char,H-HVAC-TEXT,*Model_Space,TSSD,txt.shx,,0,0.078125,0.078125,0.0,1.0,0.0,0.8,0.8,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2285801480125124,0.2805676356145571,0.44591439688715956,0.4145571068894484,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbtext-ai-training-row-v1,dbtext-ai-features-v1,aa102e68-ed07-5ebc-bcc2-e91ba8c5ac2b,0,repair,1.0,1,0,1,big5-carrier-to-gbk,roundtrip-ok,齬拹掙,排污泵,排污泵,synthetic-seed-v1,big5-carrier-to-gbk,A-ANNO-TEXT,TITLE_BLOCK,HZTXT,txt.shx,,0,0.046875,0.046875,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027786678873884182,0.894651712825208,0.5005722133211261,0.4145571068894484,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbtext-ai-training-row-v1,dbtext-ai-features-v1,aa102e68-ed07-5ebc-bcc2-e91ba8c5ac2b,1,repair,0.0,0,1,1,current-noop,current text,齬拹掙,齬拹掙,排污泵,synthetic-seed-v1,big5-carrier-to-gbk,A-ANNO-TEXT,TITLE_BLOCK,HZTXT,txt.shx,,0,0.046875,0.046875,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027786678873884182,0.894651712825208,0.5005722133211261,0.4145571068894484,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbtext-ai-training-row-v1,dbtext-ai-features-v1,42ecf3cf-dbdc-54b2-babc-bdb44428212d,0,keep,0.0,0,0,1,gbk-carrier-to-big5,roundtrip-ok,管井内安装,奪凝囀假蚾,管井内安装,synthetic-seed-v1,clean-text,W-PIPE-TEXT,FIRE_PLAN,TEXT,simplex.shx,chineset.shx,0,0.078125,0.078125,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44591439688715956,0.8158236057068742,0.26755168993667505,0.2908674753948272,0.8417944609750515,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbtext-ai-training-row-v1,dbtext-ai-features-v1,42ecf3cf-dbdc-54b2-babc-bdb44428212d,1,keep,1.0,1,1,1,current-noop,current text,管井内安装,管井内安装,管井内安装,synthetic-seed-v1,clean-text,W-PIPE-TEXT,FIRE_PLAN,TEXT,simplex.shx,chineset.shx,0,0.078125,0.078125,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44591439688715956,0.8158236057068742,0.26755168993667505,0.2908674753948272,0.8417944609750515,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbtext-ai-training-row-v1,dbtext-ai-features-v1,d90e59eb-d3ea-5d6a-9ae0-062deb096bc7,0,unknown,1.0,1,1,1,current-noop,current text,12345,12345,12345,synthetic-seed-v1,unknown-pattern,W-PIPE-TEXT,FIRE_PLAN,TEXT,tssdchn.shx,hzfs.shx,0,0.078125,0.078125,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44591439688715956,0.8158236057068742,0.26755168993667505,0.8041046768902114,0.23857480735484857,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbtext-ai-training-row-v1,dbtext-ai-features-v1,032b4a09-e93a-5c75-be81-5b0994e952a2,0,repair,1.0,1,0,1,big5-carrier-to-gbk,roundtrip-ok,冞瑞諳,送风口,送风口,synthetic-seed-v1,big5-carrier-to-gbk,F-FIRE-TEXT,EQUIPMENT_BLOCK,STANDARD,tssdchn.shx,,0,0.046875,0.046875,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6406347753109026,0.9796444647898069,0.23254749370565347,0.8041046768902114,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbtext-ai-training-row-v1,dbtext-ai-features-v1,032b4a09-e93a-5c75-be81-5b0994e952a2,1,repair,0.0,0,1,1,current-noop,current text,冞瑞諳,冞瑞諳,送风口,synthetic-seed-v1,big5-carrier-to-gbk,F-FIRE-TEXT,EQUIPMENT_BLOCK,STANDARD,tssdchn.shx,,0,0.046875,0.046875,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6406347753109026,0.9796444647898069,0.23254749370565347,0.8041046768902114,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbtext-ai-training-row-v1,dbtext-ai-features-v1,21b3574c-53ae-51ba-a7fc-c206204dec88,0,unsafe,1.0,1,1,1,current-noop,current text,风机盘管�,风机盘管�,,synthetic-seed-v1,replacement-char,H-HVAC-TEXT,PIPE_DETAIL,DIMTXT,gbcbig.shx,chineset.shx,0,0.078125,0.078125,0.0,1.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2285801480125124,0.7520103761348897,0.44939345387960633,0.01773098344396124,0.8417944609750515,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
