group_id	handle	layer	owner_block	text_style	font	bigfont	is_xref	has_problem	problem_reason	candidate_count	current_text	position_x	position_y	position_z
3f265723d805f5970dcceeec4f55c796	5787	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	2	1﹜掙滇囀奪耋粒蚚粟俶盓裂殤ㄛ扢离睿嘐隅砆弊梓03S402﹝汜魂跤阨奪粒蚚傍呿	43029.452976	-774663.716031	0
74658bca29906bc0dd21e642d4c0fdb9	5789	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	2	詩奪摯饜璃ㄛ鼠備揤薯1.6MPa,粒蚚縐嘀蟀諉﹝ 盓裂殤假蚾綴珂壺凄ㄛ綻竣湖菁ㄛ	43535.477842	-775183.868045	0
be85e45bb0b007662e23bb803245847e	578A	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	0	no-suspicious-dbtext	2	婬芃伎媼耋ㄛ芃窅閡伎媼耋﹝援堤俋鎚華窒煦芃坒蚐薑芨蹋媼耋ㄛ樓滅葛揭	43535.477842	-775707.405067	0
c1fbaf04713a5ee6216da20f1566040c	578B	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	2	燴﹝掙滇囀奪耋粒蚚粟俶盓裂殤ㄛ扢离睿嘐隅砆弊梓03S402-92﹝	43535.477842	-776216.435879	0
508b9a0353d32e149a2bf98940948844	578C	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	0	no-suspicious-dbtext	3	2.珨啜概藷腔恁蚚ㄩ奪噤ˉDN50ㄛ粒蚚肣窐諍砦概﹝奪噤≡DN50ㄛ粒蚚蚥窐掅	43029.452976	-776730.959066	0
9b0642f22fbc4c6a25ec988f9c5fc97c	578D	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	2	概摯評概ㄛ揤薯脹撰峈1.6MPa﹝阨掙堤諳砦隙概粒蚚滅阨晴秏汒砦隙概ㄛ豻砦隙	43535.477842	-777271.76728	0
f8e4af8fbca25db70c7d2950f7258f71	578E	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	2	概粒蚚噙秞宒砦隙概,揤薯脹撰峈1.6MPa﹝垀衄秏滅概藷歙扢衄隴珆敕梓祩﹝	43535.477842	-777832.162935	0
14aee43f12c6f87c068d71727c47a2f8	578F	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	4	3.揤薯桶聆講毓峓茼峈馱釬揤薯腔 2~2.5 捷﹝	43029.452976	-778326.667576	0
4666febb8a5f34b1cc210cb755c52018	5790	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	0	no-suspicious-dbtext	3	4.奪耋援极﹜瞼啣茼啎隱謂韌﹜援褽摯援堤俋茼扢湮媼瘍杶奪ㄛ潔炩茼粒蚚祥	43029.452976	-778812.033875	0
fa27a4279237b3a81605858b4407b4fb	5791	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	3	俶第蹋沓躇妗﹝奪耋援阨喀族粒蚚ｋ倰滅阨秫遠ㄛ阨掙柲阨奪援翏阨喀喀族摯跤阨奪援	43535.477842	-779282.427253	0
c622b2cd25043d3649acf91a8a749d9c	5792	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	2	俋ㄛ粒蚚A倰俶滅阨杶奪﹝ 滅阨杶奪假蚾歙砆弊梓02S404﹝阨喀輛阨粒蚚珘	43535.477842	-779823.562342	0
8ccf4c81ebff4ce50091421eb1c27e1e	5793	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	2	揤阨弇諷秶概ㄛ砆弊梓01SS105﹝5.阨掙價插粒蚚路淥麼砎蝶路淥菜ㄛ阨掙輛堤	43535.477842	-780327.7054	0
ccf1f2c3c73e53784c90141b55e60f07	5794	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	3	阨揤彸桄摯縈馱桄彶:	43009.014771	-786963.780997	-0.000139
c69412271b2d3abb3f2c4ca35b334d2c	5795	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	3	1.囥馱等弇茼勤垀創童腔跤齬阨奪耋﹜扢掘脹假蚾輛俴醱腔彸桄ㄛ眕睫磁扢數摯弊模衄壽寞隅﹝	43218.625342	-787569.503625	-0.000139
79639cab944590afc73f5f54b9e4d399	5796	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	3	2.秏滅奪假蚾俇救斛剕輛俴炵苀腔彸揤睿喳炴﹝彸桄揤薯峈1.6MPa ﹝	43218.625342	-788133.88146	-0.000139
2c18f980b0bbe754d35f9ac3373e24ca	5797	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	3	3.囥馱等弇婓縈馱桄彶ㄛ勤秏滅阨喀ㄗ眊ㄘ﹜阨掙霜講﹜揤薯﹜秏鳶邡﹜惆劑概諷秶炵苀﹜概藷﹜	43218.625342	-788698.255383	-0.000139
a236ab4f3a9c2f4dc38d22cad51c3634	5798	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	0	no-suspicious-dbtext	2	羲壽眕摯薊雄諷秶炵苀脹茼輛俴覃彸堍俴ㄛ跪砐陓瘍珆尨淏都綴源褫輛俴桄彶﹝	43598.523086	-789201.287546	-0.000139
79cae6b1e26d8854d1880134a1826e02	5799	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	0	no-suspicious-dbtext	3	4.扢掘價插斛剒脹扢掘善億綴ㄛ苺勤華褐蹟邡拸昫綴ㄛ源褫囥馱﹝	43218.625342	-789679.778311	-0.000139
7f31268be9ba3a08b249962a33b61471	579A	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	3	5.炴秏滅阨喀奀ㄛ呁豻屾講阨粒蚚痄雄阨掙齬堤﹝跤阨奪垀梓蛁硌奪笢ㄛ齬阨奪硌奪囀菁﹝	43218.625342	-790146.34651	-0.000139
5289ed483ed5d0d2bbc6c4a1fd4d364f	579B	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	2	梓詢眕 m 數ㄛ坳喜渡眕 mm 數﹝阨眊﹜秏滅阨喀歙扢离阨弇潼弝祛霜惆劑蚾离ㄛ砆萇囥﹝	43598.523086	-790631.29142	-0.000139
a1e3ad9f0dc93eaf97e85a85c21d4430	579C	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	2	阨奪假蚾褫鼯砎蝶俶諉芛﹝阨掙價插路淥摯呬俶輸詩踐髦覽芩饜踐脹假蚾砆弊梓	43535.477842	-780801.297913	0
ed79109400903dbb35f09792a71a1cf5	579D	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	0	no-suspicious-dbtext	3	98S657﹝	43535.477842	-781294.234895	0
814ba06273714e71aa1fbe969e8e772d	579E	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	3	6.弅囀秏鳶邡樓揤掙堤阨奪奻扢衄彸桄睿潰脤蚚揤薯桶睿65mm彸桄邿阨概﹝	43029.452976	-781749.260141	0
41b58d24e5f896a06adcf06a10b049f1	579F	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	2	7.秏滅掙睿驗邀掙價插砆獗芞摩04S204-21珜ㄛ拸蛹揤鼎阨扢掘價插砆獗芞摩	43029.452976	-782179.001517	0
76736b8d0b1abc3cfc0b4b79feb34e69	57A0	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	0	no-suspicious-dbtext	2	12S109-21珜.	43535.477842	-782654.885604	0
eb1a7d93a3c82d4bed3aaab07cc2e54d	57A1	TEXT	*Model_Space	-宋体			0	0	no-suspicious-dbtext	3	水泵房平面布置大样图	79134.966778	-784530.276053	0
61aa46cc9627f860ac4fdf53b8996b7c	57A9	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	3	7. 秏鳶邡跤阨掙諷秶ㄩ秏鳶邡跤阨掙謗怢ㄛ誑峈掘蚚﹝鳶婐奀ㄛ蚕秏鳶邡阨掙堤阨補奪奻扢离腔揤薯羲壽﹜	43005.466105	-783220.308705	-0.000139
a3b82fdf91e053d3fa0afca1807a5fe5	57AA	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	3	8. 驗邀跤阨掙諷秶ㄩ蜆炵苀奀奪厙揤薯蚕挌階秏滅阨眊峎厥˙鳶婐奀ㄛ驗芛雄釬ㄛ阨霜硌尨雄釬砃	42950.693844	-785006.379976	-0.000139
f15dd40f8b278af63843e312e51a8c06	57AB	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	3	秏滅笢陑珆尨覂鳶郖弇离ㄛ森奀坁宒惆劑概揭腔揤薯羲壽雄釬赻雄雄驗阨掙ㄛ甜砃秏滅笢陑惆劑﹝	43423.825703	-785495.126749	-0.000139
457894871e3d1e89021bfd604d411d55	57AC	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	2	詢弇秏滅阨眊堤阨奪奻腔霜講羲壽陓瘍雄釬眻諉雄秏滅阨掙甜惆劑ㄛ掙雄綴ㄛ毀嚏陓瘍	43545.185304	-783675.272559	-0.000139
58812cca243c14443869d88da3bbedc7	57AD	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	3	祫秏滅諷秶弅囀腔薊雄諷秶﹝秏鳶邡偌聽腔雄釬陓瘍釬峈惆劑陓瘍摯雄秏鳶邡掙腔薊雄揖楷陓瘍ㄛ	43541.298536	-784130.236412	-0.000139
5adae6500522c73d868f1647dd15a63c	57AE	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	2	蚕秏滅薊雄諷秶薊雄諷秶弅囀秏鳶邡阨掙腔雄﹝	43525.381277	-784555.994682	-0.000139
5b05a01f91aad7ad02d15972cebbd115	57AF	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	2	詢弇秏滅阨眊堤阨奪奻腔霜講羲壽陓瘍雄釬眻諉雄秏滅阨掙甜惆劑ㄛ掙雄綴ㄛ毀嚏陓瘍	43423.89221	-785956.550731	-0.000139
7e78b1c4693ad448fee19c2d5fa099a6	57B0	GPSCOMMON	*Model_Space	HZ-WTT1	ming.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	2	祫秏滅諷秶弅囀腔薊雄諷秶﹝ 	43409.556438	-786375.162322	-0.000139
60878426f1f7ee1a1d7c2fb60b5001bd	57B1	PDIM	*Model_Space	1	romans.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	3	翋猁扢掘摯第蹋桶	47055.263128	-792172.027733	0
418fd8ad423bda4708b5b2f46ff22e3c	57BB	TEXT-给水	*Model_Space	tss	txt.shx	tssdchn.shx	0	0	no-suspicious-dbtext	1	De110	73446.504965	-777768.229939	0
ce112d5d3ee55afb5eaece9a5d6bb9e5	57BD	TEXT-给水	*Model_Space	tss	txt.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	3	輛阨奪	73746.033783	-777583.77263	-0.018594
e6c87ceebff62ab02440a53816499a0e	57BE	TEXT-给水	*Model_Space	tss	txt.shx	tssdchn.shx	0	0	no-suspicious-dbtext	1	H+3.60	72957.685089	-777573.535532	0
30fa9fad422510cc2992e92fe58fc77f	57C1	PUB_TEXT	*Model_Space	Standard	gbenor.shx	gbcbig.shx	0	0	no-suspicious-dbtext	3	 设备型号：AKK-32-1.04	45177.945191	-795910.458756	0
d8523aa466fbe8ab20342df5b0aac5c4	57C2	PUB_TEXT	*Model_Space	Standard	gbenor.shx	gbcbig.shx	0	0	no-suspicious-dbtext	2	2用1备,单泵型号：50AAB(H)18-32	45277.054199	-796251.620077	0
33e0cb2c5b1e9900c95c561d79e4b086	57C3	PUB_TEXT	*Model_Space	Standard	gbenor.shx	gbcbig.shx	0	0	no-suspicious-dbtext	2	 流量：13.0~20T/H，扬程：95~105MPa，功率：7.5Kw	45217.048976	-796570.351941	0
fa8c2cd0edcfc0db1123170819fa421d	57E4	DIM_消防	*Model_Space	_TWT_SERIAL	COMPLEX	tssdchn.shx	0	0	no-suspicious-dbtext	1	DN200	241349.246915	-405692.733428	0
522300ffad4f7461b77da20cc7e82a2e	5823	DIM_消防	*Model_Space	_TWT_SERIAL	COMPLEX	tssdchn.shx	0	0	no-suspicious-dbtext	1	DN200	241349.246915	-407192.733428	0
68d016c27a0cfd20f3cd9837177b3360	583E	DIM_消防	*Model_Space	_TWT_SERIAL	COMPLEX	tssdchn.shx	0	0	no-suspicious-dbtext	1	DN200	241349.246915	-408692.733428	0
6f2d4cc80a31d2d3670d0a075ee9f5d9	5859	DIM_消防	*Model_Space	_TWT_SERIAL	COMPLEX	tssdchn.shx	0	0	no-suspicious-dbtext	1	DN200	241349.246915	-409793.284447	0
4b89595a6f6583ffec7943ea41e0a824	58DD	C1	*Model_Space	Z300C	ROMANC	tssdchn.shx	0	1	roundtrip-candidate-improved	4	熬揤概ㄩ概綴揤薯0.90MPa	240327.91996	-402156.824928	0
7a0d17cbc5fee5272882b8c512c4116c	58E3	C1	*Model_Space	Z300C	ROMANC	tssdchn.shx	0	1	roundtrip-candidate-improved	3	 概揤薯1.40MPa	240889.442601	-401717.8576	0
488c0e9b868b46b9cede1bc21ec6d505	59FA	C1	*Model_Space	Z300C	ROMANC	tssdchn.shx	0	0	no-suspicious-dbtext	1	Q=50T/h,H=15m,N=3.0Kw	244585.254175	-406161.529973	-5535
06015780837c427d07c684b327ea0e9a	59FB	C1	*Model_Space	Z300C	ROMANC	tssdchn.shx	0	0	no-suspicious-dbtext	1	80QW50-15-3.0	246338.634629	-405484.129138	-5535
13edf2029fe75a10f78d27d3e7e099e4	59FC	C1	*Model_Space	Z300C	ROMANC	tssdchn.shx	0	1	roundtrip-candidate-improved	2	2怢拹掙ㄛ1蚚1掘	247054.923778	-405036.588751	-0.763989
4d5576d548e7c26727c05f3a033b090d	5A36	PUB_TEXT	*Model_Space	_HZTXT	txt.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	4	(囀窒齬阨僱砆獗阨囥)	63301.240498	-780381.485822	0
350bbadc6e9650cd04a8dfc2ae779856	5A37	PUB_TEXT	*Model_Space	_HZTXT	txt.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	4	秏滅阨喀囀票离	81347.869427	-780390.371887	0
db6548d67af47d75942eee051cd91e81	5A39	PUB_TEXT	*Model_Space	_HZTXT	txt.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	3	砆獗阨囥馱芞祧	81403.869427	-780884.871887	0
aa6555f3d143a942d2ff488037c06cea	5A3D	PUB_TEXT	*Model_Space	_HZTXT	txt.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	4	阨喀柲阨羞滅	73147.681895	-782442.238398	0
510bd39711251ec9d94db3be62839b91	5A58	DIM_消防	*Model_Space	_TWT_SERIAL	COMPLEX	tssdchn.shx	0	0	no-suspicious-dbtext	1	DN200	69997.483729	-777092.345832	0
3129a7ee596d86c427b9bc6e7ff4ee01	5A73	DIM_消防	*Model_Space	_TWT_SERIAL	COMPLEX	tssdchn.shx	0	0	no-suspicious-dbtext	1	DN200	69997.483729	-778592.345832	0
dd84e44f40db0e47544cca873f9c26a4	5A8D	DIM_消防	*Model_Space	_TWT_SERIAL	COMPLEX	tssdchn.shx	0	0	no-suspicious-dbtext	1	DN200	69997.483729	-780092.345832	0
ecbbb1afe08491d2e2420b58eeddea77	5AA7	DIM_消防	*Model_Space	_TWT_SERIAL	COMPLEX	tssdchn.shx	0	0	no-suspicious-dbtext	1	DN200	69997.483729	-781192.896851	0
fd34fcc8e1c4babfc32f9f90e11cb401	5B96	TEXT-给水	*Model_Space	tss	txt.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	3	杅珆倰揤薯數DN25	71135.590375	-784854.099241	0
9a53838da7150573791e0b7feaeeaa42	5B97	TEXT-给水	*Model_Space	tss	txt.shx	tssdchn.shx	0	0	no-suspicious-dbtext	2	講最0~4MPaㄛ儕僅0.4撰	70877.672434	-785166.483215	0
fcaba0481f91be5758eee90984130a5a	5B98	TEXT-给水	*Model_Space	tss	txt.shx	tssdchn.shx	0	0	no-suspicious-dbtext	3	杅珆倰霜講數DN150	71067.880892	-784268.008154	-1255.929962
a0d8428212b6dd8badddcd1e181d2bd7	5B99	TEXT-给水	*Model_Space	tss	txt.shx	tssdchn.shx	0	0	no-suspicious-dbtext	2	講最0~50L/sㄛ儕僅0.5撰	70716.064375	-784572.802698	-1255.929962
d24c62d480f25721aa86e8d8258fcd23	5B9C	TEXT-给水	*Model_Space	tss	txt.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	2	邿揤概ㄗ秏鳶邡炵苀ㄘ	71136.336394	-783483.275419	0
a2e5b5153364559da68f48fbbe17b90a	5B9D	TEXT-给水	*Model_Space	tss	txt.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	2	邿揤概雄釬揤薯:110m	70998.440833	-783753.350318	0
71733560ae649065deead8d9ba33cc19	5B9E	TEXT-给水	*Model_Space	tss	txt.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	4	壽敕揤薯:100m	70998.300711	-784018.446655	0
4d718aec23c2e9c891f037f3ba9bb8a0	6105	TEXT-给水	*Model_Space	tss	txt.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	3	杅珆倰揤薯數DN25	72205.706812	-772115.700497	0.000127
c9a4156f7d7d379915304fc188489288	6106	TEXT-给水	*Model_Space	tss	txt.shx	tssdchn.shx	0	0	no-suspicious-dbtext	2	講最0~4MPaㄛ儕僅0.4撰	71947.78887	-772428.084471	0.000127
a4ed5d9dc86f6309fdbfd952f298b097	6107	TEXT-给水	*Model_Space	tss	txt.shx	tssdchn.shx	0	0	no-suspicious-dbtext	3	杅珆倰霜講數DN150	72137.331332	-772723.584598	-1255.929836
f59d28f5d107448455db075c990af0c9	6108	TEXT-给水	*Model_Space	tss	txt.shx	tssdchn.shx	0	0	no-suspicious-dbtext	2	講最0~50L/sㄛ儕僅0.5撰	71785.514814	-773028.379142	-1255.929836
13c21976c6f719e5fda12ff4b972a3ed	610B	TEXT-给水	*Model_Space	tss	txt.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	2	邿揤概ㄗ驗邀炵苀ㄘ	72204.876274	-773571.270637	0.000127
809244d072a546fce99c6c93b6b34b37	610C	TEXT-给水	*Model_Space	tss	txt.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	2	邿揤概雄釬揤薯:100m	72090.314043	-773841.357998	0.000127
21b560346939b793f98b2ddf9907567b	610D	TEXT-给水	*Model_Space	tss	txt.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	4	壽敕揤薯:90m	72343.071117	-774067.852481	0.000127
2b10d9a530d4bbedac64ac6fb2bd647d	6124	战时文字	*Model_Space	tss	txt.shx	tssdchn.shx	0	0	no-suspicious-dbtext	2	珘弇聆講,陓瘍盄蔚珘	86180.002485	-774895.911791	0
30a48b62c248a0e90690c13ae05cb5e0	6126	战时文字	*Model_Space	tss	txt.shx	tssdchn.shx	0	0	no-suspicious-dbtext	2	弇陓瘍怀堤珆尨婓憩輪睿	86179.796059	-775282.389137	0
60432aebceafec2ac9a30d369338cb83	6127	战时文字	*Model_Space	tss	txt.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	3	秏滅諷秶弅腔珘弇珆尨奻	86179.610144	-775630.464245	0
b11c0757ed9f0979fce7e8b1725e7d1b	6128	战时文字	*Model_Space	tss	txt.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	3	砆萇囥	86158.939584	-775988.375497	0
32cdad7e7d0255960a56b9f5590c12ee	6129	战时文字	*Model_Space	tss	txt.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	2	郔詢惆劑阨弇盄:	75218.962562	-776004.140235	0
671ca1bb5b57c4baf2f85878b68f3d93	612A	战时文字	*Model_Space	tss	txt.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	2	郔詢阨弇(淏都)盄:	75169.395292	-776504.121814	0
c53bc194b238cb93229eecdadb745387	612B	战时文字	*Model_Space	tss	txt.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	4	腴阨弇惆劑阨弇盄:	75147.670396	-776955.695567	0
905acef37c6a453fe4247c4a8219de3b	612C	战时文字	*Model_Space	tss	txt.shx	tssdchn.shx	0	1	roundtrip-candidate-improved	3	祛霜惆劑阨弇盄:	75219.227563	-775502.784133	0
cbe78325fd51abaac6a7a55a3906a185	612D	BIAOZHU	*Model_Space	_HZTXT	txt.shx	tssdchn.shx	0	0	no-suspicious-dbtext	1	H+3.500	76903.652025	-775596.168109	0
92a00b519c020617214da684b3ea9555	612F	BIAOZHU	*Model_Space	_HZTXT	txt.shx	tssdchn.shx	0	0	no-suspicious-dbtext	1	H+3.450	76883.409024	-776055.896697	0
a9b9119ad00844309fd98642ea48de67	6130	BIAOZHU	*Model_Space	_HZTXT	txt.shx	tssdchn.shx	0	0	no-suspicious-dbtext	1	H+3.400	76903.14917	-776547.521141	0
49d7f2686584a66b5bba664adaea0fd8	6131	BIAOZHU	*Model_Space	_HZTXT	txt.shx	tssdchn.shx	0	0	no-suspicious-dbtext	1	H+3.300	76902.899686	-777019.521612	0
61c8cd363055f9325b29f7f89a364be5	6132	战时文字	*Model_Space	tss	txt.shx	tssdchn.shx	0	0	no-suspicious-dbtext	3	郔腴衄虴阨弇盄:	75355.015933	-777427.80676	0
